name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
peddapuram,2022-10-01,28.3,25.6,26.7,33,25.6,28.2,24.8,89.3,0.401,100,4.17,rain,0,0,22.7,10.4,280.4,1003.8,99.3,15,82.1,7,3,60,2022-10-01T05:51:34,2022-10-01T17:50:41,0.19,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-02,31.2,26.1,28.2,41.5,26.1,32.4,25.4,85.1,2.407,100,8.33,rain,0,0,21.2,10.1,272.8,1003,96.3,17,149.3,13,6,75,2022-10-02T05:51:43,2022-10-02T17:49:53,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-03,31.6,25.9,28.4,41,25.9,33.6,25.7,85.7,0.42,100,8.33,rain,0,0,24.5,7.6,16.1,1003.2,93.9,16.7,157.2,13.6,6,60,2022-10-03T05:51:53,2022-10-03T17:49:05,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-04,30.5,26,27.7,38.7,26,31.5,25.4,87.4,0.501,100,4.17,rain,0,0,21.6,7.2,186.3,1004,96.6,17.8,124.7,10.9,5,30,2022-10-04T05:52:02,2022-10-04T17:48:18,0.3,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-05,32,25.8,27.7,39.1,25.8,31.1,25.1,86.1,8.117,100,8.33,rain,0,0,40.7,22,86.1,1005.4,89.8,16.9,136.8,11.7,7,60,2022-10-05T05:52:13,2022-10-05T17:47:31,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-06,30,25.9,27.1,37.4,25.9,29.2,24.9,88.1,20.088,100,16.67,rain,0,0,42.8,24.8,119.4,1006.3,95.7,10,124.7,10.9,5,60,2022-10-06T05:52:23,2022-10-06T17:46:45,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-07,31.8,25.5,27.4,41.6,25.5,30.7,25.1,87.4,22,100,8.33,rain,0,0,32.4,16.2,131,1007.9,88.9,13.2,138.6,11.9,5,60,2022-10-07T05:52:34,2022-10-07T17:45:59,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-08,31.3,25.5,27.4,46.2,25.5,31.2,25.5,89.4,7.298,100,12.5,rain,0,0,31.7,18,69.1,1008.9,83.3,17.2,185.1,16.1,6,60,2022-10-08T05:52:45,2022-10-08T17:45:13,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-09,28.4,25.7,26.6,34.3,25.7,28.2,24.9,90.1,14.198,100,12.5,rain,0,0,31,18.7,68.4,1009.4,94.4,13.1,100.5,8.7,4,30,2022-10-09T05:52:56,2022-10-09T17:44:28,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-10,27.6,25.1,26.2,31.4,25.1,27.4,24.5,90.3,68.799,100,25,rain,0,0,31,14.8,112.2,1011.1,95.2,12.5,126.8,10.9,5,60,2022-10-10T05:53:08,2022-10-10T17:43:44,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-11,31.2,24.6,26.9,39,24.6,29,24.5,87,9.897,100,8.33,rain,0,0,23.8,11.5,110.5,1010.8,80.2,17.1,187.1,16.1,8,30,2022-10-11T05:53:20,2022-10-11T17:43:00,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-12,32.3,25.4,27.7,39.7,25.4,30.9,24.5,83,5.398,100,4.17,rain,0,0,23,11.5,129.2,1010.4,54.4,17.1,210.1,18.4,8,60,2022-10-12T05:53:33,2022-10-12T17:42:16,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-13,32.3,25.9,28.2,39.8,25.9,32,24.8,82.1,0.2,100,4.17,rain,0,0,20.2,11.5,42.5,1009.7,64,18.4,224,19.4,8,30,2022-10-13T05:53:46,2022-10-13T17:41:33,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-14,30.8,26.2,27.5,37.1,26.2,30.3,24.8,85.5,1.38,100,12.5,rain,0,0,29.5,14.4,57.5,1008.9,76.4,16.9,136.1,11.6,6,30,2022-10-14T05:53:59,2022-10-14T17:40:51,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-15,27.7,24.7,26.4,32.1,24.7,27.5,24.6,90,104.508,100,20.83,rain,0,0,34.9,16.2,76.4,1008.3,93.8,14.3,120.5,10.5,6,60,2022-10-15T05:54:13,2022-10-15T17:40:10,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-16,31.3,25.3,27.3,39.8,25.3,30.2,24.9,86.8,49.525,100,16.67,rain,0,0,27.7,15.1,81,1010.8,52.5,15.4,206.9,17.9,8,60,2022-10-16T05:54:27,2022-10-16T17:39:29,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-17,32.2,26.2,28.1,40.8,26.2,32.1,25.2,84.9,4.112,100,4.17,rain,0,0,27.4,14,65.1,1011.6,46.7,19.1,210.3,18,7,30,2022-10-17T05:54:42,2022-10-17T17:38:48,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-18,33.2,26,28.5,41.8,26,31.8,24.4,79.1,0.201,100,4.17,rain,0,0,20.9,10.4,47.9,1010.8,58.4,19.2,234.6,20.2,9,10,2022-10-18T05:54:58,2022-10-18T17:38:09,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-19,32.6,25.1,28.5,39.6,25.1,32.4,24.4,79.1,2.5,100,12.5,rain,0,0,28.1,16.6,59.2,1010.3,54.3,18.4,220.6,19,8,30,2022-10-19T05:55:13,2022-10-19T17:37:30,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-20,32.1,26.3,28.6,40.2,26.3,33.2,24.6,79.2,1.6,100,37.5,rain,0,0,31.7,18.4,65.5,1011.2,37.6,18.1,218.2,18.6,8,30,2022-10-20T05:55:30,2022-10-20T17:36:52,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-21,33.4,27,28.9,37.5,29.8,32.5,23.3,72.7,0.3,100,12.5,rain,0,0,31.7,18,55.6,1012.2,19.2,19.2,241.9,21.1,9,10,2022-10-21T05:55:46,2022-10-21T17:36:15,0.87,Rain,Clear conditions throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-22,33.1,25,28.6,35.1,25,30.7,21.9,68.3,0,0,0,,0,0,26.3,15.5,48.4,1012.3,27.6,18.4,229.3,19.9,8,10,2022-10-22T05:56:04,2022-10-22T17:35:38,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-10-23,33.9,23.2,28.2,37.2,23.2,29.8,21.6,69.1,0,0,0,,0,0,16.2,8.6,299.5,1009.6,66.6,18.4,245.4,21.2,9,10,2022-10-23T05:56:22,2022-10-23T17:35:03,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-10-24,33.8,23.6,28.3,35.4,23.6,29.9,20.8,65,0,0,0,,0,0,21.2,13.3,274.8,1007.3,50.3,18.4,249.4,21.7,9,10,2022-10-24T05:56:40,2022-10-24T17:34:28,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-10-25,33,23.2,27.9,39.3,23.2,30,21.8,70.7,0.1,100,4.17,rain,0,0,22.3,11.9,19.4,1009.5,21.6,18.4,241.2,21,9,10,2022-10-25T05:56:59,2022-10-25T17:33:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-26,33.1,24.1,28,38.8,24.1,30.6,23.1,75.4,0.2,100,8.33,rain,0,0,19.1,10.1,75.5,1012.2,23.2,18.4,223.1,19.4,8,10,2022-10-26T05:57:19,2022-10-26T17:33:21,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-27,32.1,23.6,27.7,34.5,23.6,29.4,21.9,71.5,0.2,100,8.33,rain,0,0,27,15.8,61.5,1012.4,12,18.4,240.7,20.5,9,10,2022-10-27T05:57:39,2022-10-27T17:32:49,0.06,Rain,Clear conditions throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-28,31.6,24.3,27.6,35,24.3,29.4,21.9,71.5,0.2,100,8.33,rain,0,0,26.3,15.1,62.4,1011.8,25,18.4,208.2,18,8,10,2022-10-28T05:57:59,2022-10-28T17:32:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-10-29,32,24,27.3,33.6,24,28.1,20,65.7,0,0,0,,0,0,25.6,14,48.4,1011.8,23.6,18.4,243,21.1,9,10,2022-10-29T05:58:21,2022-10-29T17:31:48,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-10-30,31.8,22.9,26.9,32.3,22.9,27.4,19.7,65.9,0,0,0,,0,0,28.4,14.4,48.9,1011.9,40.2,18.4,237.7,20.4,8,10,2022-10-30T05:58:42,2022-10-30T17:31:19,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-10-31,29.6,23.3,26.7,31.3,23.3,27.6,20.6,70,0,0,0,,0,0,30.6,16.9,44.8,1011.7,81.7,18.2,159.2,13.6,6,10,2022-10-31T05:59:05,2022-10-31T17:30:51,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-11-01,30,25.3,27.2,34.6,25.3,29.3,23.1,78.6,0.6,100,16.67,rain,0,0,33.8,15.5,61.2,1012.4,88.2,17.6,138.9,12.1,7,10,2022-11-01T05:59:28,2022-11-01T17:30:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-02,31.9,25.1,28.1,37.6,25.1,30.7,23.3,76.1,0.5,100,12.5,rain,0,0,31,16.2,61.4,1011.4,52.5,18.1,220,18.9,8,10,2022-11-02T05:59:51,2022-11-02T17:29:58,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-03,30.2,25.5,27.2,35.4,25.5,29.7,23.7,81.2,3.8,100,54.17,rain,0,0,28.4,15.5,65.8,1011.5,80.5,18.4,104,9.1,5,10,2022-11-03T06:00:15,2022-11-03T17:29:33,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-04,31.9,25,27.5,38.1,25,29.9,23.9,81.3,22.493,100,8.33,rain,0,0,27.4,14.4,63.6,1013,48.4,17.7,170.6,14.7,8,10,2022-11-04T06:00:40,2022-11-04T17:29:09,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-05,31.4,24,27.2,35.6,24,28.9,22.8,77.6,24.293,100,8.33,rain,0,0,26.6,15.5,69.2,1014.4,27.9,18,210.4,18,8,10,2022-11-05T06:01:05,2022-11-05T17:28:46,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-06,31.4,24,27,34.3,24,27.9,21.2,71.2,0,0,0,,0,0,25.2,14,72,1014.7,13.6,18.4,233.2,20,8,10,2022-11-06T06:01:31,2022-11-06T17:28:24,0.42,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-07,31.8,23.1,26.7,35.1,23.1,27.7,21.5,73.8,0,0,0,,0,0,24.1,13,71,1014.1,8.9,18.4,236.9,20.3,8,10,2022-11-07T06:01:58,2022-11-07T17:28:04,0.46,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-08,31.3,24,26.9,36,24,28.1,21.7,73.9,0,0,0,,0,0,26.6,14.8,68.9,1013.8,10.1,18.4,224.6,19.3,8,10,2022-11-08T06:02:25,2022-11-08T17:27:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-09,31.2,23.6,27,34.9,23.6,28.3,21.4,72,0,0,0,,0,0,34.9,19.4,59.5,1013.4,37.7,18.2,221,19,8,10,2022-11-09T06:02:52,2022-11-09T17:27:26,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-11-10,31,24.4,27.5,33.5,24.4,28.7,20.8,67.3,0.1,100,4.17,rain,0,0,38.9,22,54,1013.3,57.8,18.2,207.2,17.8,7,10,2022-11-10T06:03:20,2022-11-10T17:27:09,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-11,30.3,24.1,27.1,31.7,24.1,28.3,20.8,68.8,2.5,100,20.83,rain,0,0,45.7,26.6,54.9,1013,80.1,18.4,175.9,15.3,7,10,2022-11-11T06:03:49,2022-11-11T17:26:53,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-12,30.4,25.1,27.4,33.3,25.1,28.8,21.2,69.5,0.3,100,4.17,rain,0,0,41,24.5,57.5,1013.3,91,18.4,131.3,11.3,6,10,2022-11-12T06:04:18,2022-11-12T17:26:38,0.62,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-13,31.3,24.9,27.4,33.5,24.9,28.8,21.1,68.8,0,0,0,,0,0,35.6,20.2,61.9,1013.3,29.1,18.2,218,18.8,8,10,2022-11-13T06:04:48,2022-11-13T17:26:25,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-11-14,30.5,23.8,26.7,32.6,23.8,27.4,20.5,69.2,0,0,0,,0,0,32,17.6,66.3,1013.8,16.8,18.2,217.8,19,8,10,2022-11-14T06:05:18,2022-11-14T17:26:13,0.69,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-15,30.6,22,25.8,32.8,22,26.4,20.2,71.8,0,0,0,,0,0,26.3,14.8,76,1013.5,8.8,18.4,228.4,19.7,8,10,2022-11-15T06:05:49,2022-11-15T17:26:02,0.72,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-16,31.5,20.7,25.5,31.4,20.7,25.7,18.9,68.9,0,0,0,,0,0,23.8,13,69.1,1012.2,11.9,18.4,229.7,20,8,10,2022-11-16T06:06:20,2022-11-16T17:25:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-17,31.3,21,25.6,31.1,21,25.8,18.4,66.1,0,0,0,,0,0,26.6,12.6,62.6,1011.8,19.8,18.4,230,20,8,10,2022-11-17T06:06:51,2022-11-17T17:25:43,0.78,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-18,30.8,22,26,30.8,22,26.1,18.1,63.5,0,0,0,,0,0,33.8,19.1,56.7,1012.1,71.3,18.2,229.1,19.8,8,10,2022-11-18T06:07:23,2022-11-18T17:25:36,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-11-19,30,22,25.7,30.1,22,25.8,17.3,60.7,0,0,0,,0,0,30.6,17.3,51.2,1012.1,59.8,18.2,219.2,18.9,8,10,2022-11-19T06:07:56,2022-11-19T17:25:30,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-11-20,27.8,20.9,25,27.9,20.9,25,17.2,63.1,0.3,100,8.33,rain,0,0,28.8,16.9,31.3,1010.5,92.1,18.2,90.4,8,4,10,2022-11-20T06:08:29,2022-11-20T17:25:25,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-21,28.4,23.3,25.9,30.1,23.3,26.5,19.9,69.7,0.74,100,12.5,rain,0,0,38.5,21.6,39.1,1009.9,96.7,18.2,102.6,8.8,4,10,2022-11-21T06:09:02,2022-11-21T17:25:22,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-22,28.5,23.7,26.4,31.9,23.7,27.4,22.3,78.6,3.599,100,8.33,rain,0,0,45.7,28.1,62.2,1010.2,83.6,18.1,113.2,9.9,4,10,2022-11-22T06:09:35,2022-11-22T17:25:19,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-23,30.4,24.6,26.5,36.4,24.6,28,23.6,84.4,8.097,100,8.33,rain,0,0,37.1,20.5,76.7,1011.6,46.1,17.6,177.2,15.1,7,10,2022-11-23T06:10:09,2022-11-23T17:25:18,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-24,31.1,24.5,27,35.4,24.5,29,23.7,82.5,0.02,100,4.17,rain,0,0,23.4,10.1,91.1,1011.8,42.3,18.1,186.8,16.1,7,10,2022-11-24T06:10:44,2022-11-24T17:25:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-25,29.5,25.1,26.3,33.2,25.1,27,23.1,83,0.09,100,4.17,rain,0,0,25.2,13.7,78.8,1012.7,79.6,17.8,119.6,10.3,5,10,2022-11-25T06:11:18,2022-11-25T17:25:20,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-26,29.4,24.1,26.1,33.7,24.1,27.1,22.3,80.4,0.9,100,33.33,rain,0,0,24.5,14,85.1,1011.6,44.1,17.8,144.1,12.4,6,10,2022-11-26T06:11:53,2022-11-26T17:25:23,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-11-27,29.4,22.4,25.3,31.3,22.4,25.7,20.9,77.3,0,0,0,,0,0,26.6,15.1,87.4,1009.9,21.4,18,182.5,15.6,7,10,2022-11-27T06:12:28,2022-11-27T17:25:27,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-11-28,29.3,21.1,24.6,30.3,21.1,24.8,19.5,74.6,0,0,0,,0,0,26.6,13.7,80.3,1010.7,15.6,18,201.9,17.5,7,10,2022-11-28T06:13:03,2022-11-28T17:25:32,0.15,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-29,30.4,20.4,24.9,30,20.4,25,18.4,69.3,0,0,0,,0,0,23,11.2,60.9,1011.8,2.9,18.2,216.3,18.6,8,10,2022-11-29T06:13:39,2022-11-29T17:25:38,0.19,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-11-30,31.2,21.3,25.8,34.4,21.3,26.6,20.6,73.9,0,0,0,,0,0,25.6,12.6,55.7,1012.5,15.9,18,184.9,16.1,7,10,2022-11-30T06:14:14,2022-11-30T17:25:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-12-01,30.8,23.6,26.8,34.9,23.6,28.1,22.7,78.7,0,0,0,,0,0,29.9,17.3,61.4,1012.1,8.9,18.4,196.3,16.9,7,30,2022-12-01T06:14:50,2022-12-01T17:25:55,0.26,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-12-02,29.9,24.9,26.9,36.7,24.9,28.9,23.7,82.9,0.08,100,4.17,rain,0,0,33.5,18,70.1,1011.8,32.8,18,175.8,15.1,6,10,2022-12-02T06:15:26,2022-12-02T17:26:05,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-03,30.3,24.4,26.9,35.5,24.4,28.5,23.6,82.8,0,0,0,,0,0,29.5,16.2,71.4,1012.2,39.2,18.4,178.9,15.5,7,10,2022-12-03T06:16:01,2022-12-03T17:26:16,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-12-04,30,24.3,26.8,35.2,24.3,28.2,23.4,82,0.2,100,8.33,rain,0,0,27.4,15.8,76.1,1012.7,36.9,17.9,179.1,15.7,7,10,2022-12-04T06:16:37,2022-12-04T17:26:28,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-05,29.6,24.5,26.3,33.3,24.5,27.1,22.2,78.6,0.1,100,4.17,rain,0,0,29.5,15.5,72.4,1013.7,22.7,17.9,198.9,17.3,7,10,2022-12-05T06:17:13,2022-12-05T17:26:42,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-06,28.3,22,25.1,29.4,22,25.4,20.4,76.1,0,0,0,,0,0,24.8,14,65.4,1012.7,69.9,18.7,202.3,17.5,7,10,2022-12-06T06:17:49,2022-12-06T17:26:57,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-12-07,28.1,20.4,24.6,28.7,20.4,24.7,18.6,70.5,0,0,0,,0,0,38.9,22.3,63,1011.6,87.3,18.2,182.4,15.6,7,10,2022-12-07T06:18:24,2022-12-07T17:27:12,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-12-08,27.7,19.7,24.9,27.6,19.7,24.9,16.8,62.4,0,0,0,,0,0,47.2,26.3,50.2,1010.6,89.4,18.2,147,12.8,6,10,2022-12-08T06:19:00,2022-12-08T17:27:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-12-09,25.4,20.7,24,25.4,20.7,24,18.2,70.8,8.148,100,8.33,rain,0,0,54.7,31.7,53.5,1009.5,93.1,16.7,92.8,8,4,10,2022-12-09T06:19:35,2022-12-09T17:27:47,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-10,25.8,21.1,24.1,25.8,21.1,24.1,21.9,87.4,4.551,100,16.67,rain,0,0,52.9,30.2,61.5,1009.5,90.4,15.3,93.3,8.1,5,10,2022-12-10T06:20:10,2022-12-10T17:28:06,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-11,26,24.1,24.8,26,24.1,24.8,23.1,90.2,20.298,100,12.5,rain,0,0,41.4,24.5,75.1,1011.5,67.7,11.3,95.4,8,4,30,2022-12-11T06:20:45,2022-12-11T17:28:27,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-12,29.3,23.3,25.7,34.5,23.3,27,23.5,87.5,0.01,100,4.17,rain,0,0,34.2,19.1,72,1011.9,54,16.8,144.5,12.7,6,10,2022-12-12T06:21:20,2022-12-12T17:28:48,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-13,30.5,24.3,26.4,35.5,24.3,27.7,23.4,84.4,0.6,100,25,rain,0,0,24.8,13.3,74.5,1012.7,33.9,18.4,193.2,16.7,7,10,2022-12-13T06:21:54,2022-12-13T17:29:10,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-14,30.2,22.7,25.8,33.1,22.7,26.6,22,80.4,0,0,0,,0,0,21.6,12.2,86.1,1013.2,14.6,18.2,204.6,17.7,8,10,2022-12-14T06:22:28,2022-12-14T17:29:33,0.7,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-12-15,30.3,21.2,25.7,32.1,21.2,26.4,21.7,79.6,0,0,0,,0,0,20.2,10.4,109.4,1012.3,30.9,18.2,203,17.6,7,10,2022-12-15T06:23:02,2022-12-15T17:29:57,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-12-16,30.4,22.5,25.9,33.9,22.5,27,22.3,81.4,0,0,0,,0,0,22.7,12.6,76.6,1011.5,13.3,19,196.8,17.1,7,10,2022-12-16T06:23:35,2022-12-16T17:30:22,0.75,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2022-12-17,29.2,24.4,26.2,33.9,24.4,27.3,23.2,83.9,1,100,25,rain,0,0,26.6,14.4,81.7,1012.4,53.4,17.6,161.4,14.1,6,10,2022-12-17T06:24:08,2022-12-17T17:30:48,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-18,28.6,23.4,25.4,30.5,23.4,25.8,21.1,77.8,0.4,100,16.67,rain,0,0,37.8,20.9,71.7,1012.5,69.2,17.8,172.5,14.9,6,10,2022-12-18T06:24:40,2022-12-18T17:31:15,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2022-12-19,28.9,21.2,24.3,32,21.2,24.5,19.2,74,0,0,0,,0,0,31.3,16.9,61.4,1011.8,61.7,18.2,206.7,17.9,8,10,2022-12-19T06:25:12,2022-12-19T17:31:42,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2022-12-20,29.3,19.9,24.3,30.9,19.9,24.5,19.5,75.5,0,0,0,,0,0,29.2,15.8,62.8,1011.5,23.8,18,211.1,18.3,8,10,2022-12-20T06:25:43,2022-12-20T17:32:10,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43189099999,43147099999,remote"
